item,item_transitivity,gesturer,subject,sentence,verb,sentence_transitivity
hit-bottle-with-ball-TR,1,ho,23,A person knocked over an object twice.,knock,1.0
knock-over-tower-TR,1,cm,23,A person knocked over a book.,knock,1.0
knock-over-tower-TR,1,rv,23,A person knocked over another person.,knock,1.0
knock-over-tower-TR,1,np,91,A person is knocking over a cup.,knock,1.0
tape-measurer-bend-half-IN,0,rv,91,A person is knocking over bottles.,knock,1.0
knock-over-tower-TR,1,rv,91,A person is knocking over someone.,knock,1.0
plug-in-TR,1,np,91,A person is knocking on a door.,knock,1.0
knock-over-tower-TR,1,ip,15,A bowl of flour on a table is knocked over and the flour floats down.,"knock,float",0.5
ball-roll-IN,0,np,12,"A ball is knocked, it then rolls","knock,roll",0.5
lid-blow-off-IN,0,cm,42,A ball knocks into another ball sending it flying.,"knock,send,fly",0.3333333333
knock-over-tower-TR,1,rv,79,An object was knocked over and liquid spilled out of it.,"knock,spill",0.5
bowl-break-IN,0,rv,23,A person not knowing what happened,"know,happen",0.5
measure-book-TR,1,cs,79,Something like shoes was laced.,lace,1.0
paper-airplane-land-IN,0,ho,26,Plane landing on the landing strip.,land,0.0
paper-airplane-land-IN,0,cm,26,Plane landing on the strip.,land,0.0
ball-drop-IN,0,ho,12,An object lands on the floor.,land,0.0
paper-drop-IN,0,ho,12,A feather lands on a surface,land,0.0
ball-drop-IN,0,np,12,A raindrop lands on a puddle,land,0.0
push-button-microwave-TR,1,cm,12,An arrow lands on a target,land,0.0
paper-airplane-land-IN,0,np,59,The person said that something landed on the ground.,land,0.0
paper-airplane-land-IN,0,np,16,An airplane is landing.,land,0.0
ball-drop-IN,0,np,8,An airplane is trying to land twice,land,0.0
shaving-cream-spray-IN,0,cs,8,A bug is landing on the surface.,land,0.0
paper-airplane-land-IN,0,cs,8,A plane is landing.,land,0.0
paper-airplane-land-IN,0,ho,8,A plane is landing.,land,0.0
walk-backwards-IN,0,cs,4,The plane was landing.,land,0.0
push-toy-in-box-TR,1,cm,4,The object landed on the floor.,land,0.0
paper-airplane-land-IN,0,ho,70,A plane lands smoothly.,land,0.0
ball-drop-IN,0,ho,84,A bird lands in a nest,land,0.0
paper-airplane-land-IN,0,ho,78,The person is landing a plane on a runway.,land,1.0
paper-airplane-land-IN,0,cs,67,An airplane lands.,land,0.0
paper-airplane-land-IN,0,ho,67,An airplane lands.,land,0.0
paper-airplane-land-IN,0,np,44,An airplane is landing.,land,0.0
paper-airplane-land-IN,0,ho,44,An airplane is landing.,land,0.0
paper-airplane-land-IN,0,cs,44,An airplane is landing.,land,0.0
paper-airplane-land-IN,0,np,39,An airplane lands on the runway.,land,0.0
paper-airplane-land-IN,0,ho,36,An airplane landing on a runway,land,0.0
paper-airplane-land-IN,0,ho,2,A plane in landing on the runway,land,0.0
paper-airplane-land-IN,0,ho,13,An airplane landing on a runway.,land,0.0
paper-airplane-land-IN,0,rv,23,A plane landing,land,0.0
paper-airplane-land-IN,0,cm,23,A plane landing,land,0.0
paper-airplane-land-IN,0,ho,80,A plane is landing.,land,0.0
paper-airplane-land-IN,0,cm,80,A plane lands.,land,0.0
shaving-cream-spray-IN,0,cs,80,A bird lands on a branch.,land,0.0
paper-airplane-land-IN,0,ho,91,A person is landing a plane.,land,1.0
approach-coatrack-IN,0,ip,91,A person is landing a plane.,land,0.0
ball-bounce-IN,0,rv,41,A person showing an object was landing on the ground and bouncing and then rolling,"land,bounce,roll",0.0
balloon-deflate-IN,0,ip,80,A bug lands and is being caught.,"land,catch",0.5
pop-balloon-TR,1,rv,12,A bomb lands and explodes,"land,explode",0.0
ball-drop-IN,0,rv,71,A snowball lands and explodes.,"land,explode",0.0
pop-balloon-TR,1,ip,84,An object lands on someone's face and startles them,"land,startle",0.5
measure-book-TR,1,np,8,A person is planning to lasso a horse with a rope.,lasso,1.0
toy-appear-in-box-IN,0,cm,26,A rocket launches into the air.,launch,0.0
poster-roll-up-IN,0,cs,16,A boat is being launched.,launch,1.0
toy-appear-in-box-IN,0,cm,91,A person is launching a rocket.,launch,1.0
put-cup-on-coaster-TR,1,rv,12,A brick is laid,lay,1.0
person-bend-over-IN,0,ip,81,PERON LAYS DOWN,lay,0.0
measure-book-TR,1,np,84,Sauce is laid on a pizza,lay,1.0
reorient-pole-TR,1,ho,15,A person lays a thermos down.,lay,1.0
put-book-on-side-TR,1,cm,44,A person is laying down an object,lay,1.0
book-fall-over-IN,0,ip,44,Someone is lying an object down.,lay,1.0
put-book-on-side-TR,1,rv,44,A person is laying an object down flat.,lay,1.0
book-fall-over-IN,0,ho,44,A person is laying an object down.,lay,1.0
put-book-on-side-TR,1,rv,14,An object is being laid flat onto its side.,lay,1.0
put-book-on-side-TR,1,rv,41,A person laid down on the bed.,lay,0.0
put-book-on-side-TR,1,rv,42,Toasted bread is laid on the plate.,lay,1.0
put-book-on-side-TR,1,np,23,A person laying an object on its side,lay,1.0
put-book-on-side-TR,1,rv,80,An object is being laid flat.,lay,1.0
put-cup-on-coaster-TR,1,np,14,An object is laid down and another object is grabbed and used to cover it up.,"lay,grab,use,cover",1.0
person-bend-over-IN,0,ip,15,A person lays down face first to go to sleep.,"lay,sleep",0.0
taughten-string-TR,1,ip,12,A conductor leads a symphony,lead,1.0
shaving-cream-spray-IN,0,np,88,A person is leaving through pages in a book they are holding.,leaf,0.0
fizzle-down-IN,0,ho,79,A drinking glass or something similar was leaking.,leak,0.0
bowl-break-IN,0,ho,59,"An object is leaking out on both sides, then is rebuilt as new.","leak,rebuild",0.5
coatrack-approach-IN,0,rv,36,A vertical object leaning over,lean,0.0
stick-break-IN,0,cs,15,Something leaning on a wall crashes over.,"lean,crash",0.0
book-fall-over-IN,0,ip,15,Something leaning against a wall falls over.,"lean,fall",0.0
take-keys-out-of-box-TR,1,rv,26,A person leaving an elevator.,leave,0.0
toy-crawl-IN,0,cs,79,An angry person left.,leave,0.0
ball-roll-IN,0,cs,87,A butterfly leaves a flower.,leave,1.0
lid-blow-off-IN,0,np,67,A ship leaves from the dock.,leave,0.0
cards-scatter-IN,0,cs,13,Smoke leaving a chimney.,leave,0.0
cards-scatter-IN,0,np,80,Birds are leaving a nest.,leave,1.0
taughten-string-TR,1,ip,14,A object is lengthened firmly.,lengthen,1.0
reorient-pole-TR,1,rv,14,An object is lengthened and then laid down flat.,"lengthen,lay",1.0
break-stick-TR,1,ho,70,An object is lengthened horizontally and snapped apart.,"lengthen,snap",1.0
lid-blow-off-IN,0,cs,84,A person is letting steam out of a kettle,let,1.0
drop-ball-TR,1,cs,84,A person letting something go,let,1.0
book-fall-over-IN,0,cm,71,A Murphy bed lets down.,let,0.0
book-fall-over-IN,0,ho,71,A Murphy bed lets down.,let,0.0
toy-crawl-IN,0,ho,0,She is letting a small kitten crawl up her arm.,"let,crawl",0.5
poster-roll-up-IN,0,np,27,Let go of the object and let it roll.,"let,go,roll",0.5
bounce-ball-TR,1,ip,15,A pet is let out of a cage and starts jumping up and down excitedly.,"let,jump",0.5
adjust-picture-TR,1,ip,84,A picture frame is leveled off,level,1.0
tower-fall-IN,0,rv,16,A four-legged animal lies down.,lie,0.0
take-keys-out-of-box-TR,1,cs,70,A person lifts up a cover from a pot.,lift,1.0
take-keys-out-of-box-TR,1,ho,70,A person lifts up a strand.,lift,1.0
take-lid-off-TR,1,cm,70,A cover is lifted far off from a container.,lift,1.0
take-keys-out-of-box-TR,1,np,70,A person lifts keys out of a pocket.,lift,1.0
move-box-TR,1,cm,67,A box is lifted off a table.,lift,1.0
take-lid-off-TR,1,cm,14,The top section is lifted off of a small object.,lift,1.0
toy-appear-in-box-IN,0,rv,2,A person is lifting up a lid,lift,1.0
take-keys-out-of-box-TR,1,cs,42,A person lifts a lid.,lift,1.0
take-keys-out-of-box-TR,1,ho,42,A person lifts an olive out of a jar.,lift,1.0
take-lid-off-TR,1,np,13,The man is lifting the lid off of a thermal cup.,lift,1.0
push-toy-in-box-TR,1,cs,13,The lid is being lifted off of a cookie jar.,lift,1.0
toy-appear-in-box-IN,0,ho,13,A person is lifting themselves up onto a wall.,lift,1.0
toy-appear-in-box-IN,0,rv,13,Lifting a pan off a stove.,lift,1.0
take-lid-off-TR,1,ip,13,Lifting the lid off of a jar.,lift,1.0
push-toy-in-box-TR,1,cs,14,The lid of a small object is lifted up and then closed again.,"lift,close",1.0
dip-finger-in-jar-TR,1,cs,14,A small container-type object is lifted up and its contents are dipped into and held aloft.,"lift,dip,hold",1.0
lid-blow-off-IN,0,cs,42,A lid is lifted and gases escape.,"lift,escape",0.5
taughten-string-TR,1,cm,78,The person is lifting and extending a telescope.,"lift,extend",1.0
reorient-pole-TR,1,np,16,A person is lifting and latching a gate.,"lift,latch",1.0
move-box-TR,1,cs,67,A person lifts and moves a box.,"lift,move",1.0
box-move-IN,0,rv,42,A plate is lifted and moved.,"lift,move",1.0
reorient-pole-TR,1,ip,70,A person lifts and opens a blanket.,"lift,open",1.0
put-book-on-side-TR,1,ip,70,An object is lifted and placed down nearby in a curved position.,"lift,place",1.0
put-book-on-side-TR,1,ip,36,An object lifted over another object and placed down,"lift,place",1.0
lid-blow-off-IN,0,cs,70,A person lifts a cover from a container which releases an odor.,"lift,release",1.0
toy-appear-in-box-IN,0,rv,14,"A hidden object is lifted from behind a wall, revealed and then hidden again.","lift,reveal,hide",1.0
picture-shift-IN,0,cm,70,A person lifts an object and then rocks the object left and right.,"lift,rock",1.0
ball-drop-IN,0,cm,27,Lift it up and roll it over.,"lift,roll",1.0
take-keys-out-of-box-TR,1,np,42,A bell is lifted and shaken.,"lift,shake",1.0
light-turn-on-IN,0,cs,70,A person lifts off a cover from a tall container and shows the inside of the cover.,"lift,show",1.0
taughten-string-TR,1,cm,4,He lifted up the sheet and spread it out.,"lift,spread",1.0
take-keys-out-of-box-TR,1,rv,70,An pinch of an object is lifted and sprinkled.,"lift,sprinkle",1.0
taughten-string-TR,1,cm,14,An object is lifted up slightly and then stretched out to an extended length.,"lift,stretch",1.0
picture-shift-IN,0,ho,14,A small object is lifted up and then tilted slightly sideways.,"lift,tilt",1.0
light-turn-on-IN,0,cs,16,"A woman is lifting something, turning it and showing it.","lift,turn,show",1.0
light-candle-TR,1,rv,26,Lighting a candle with a lighter.,light,1.0
light-candle-TR,1,cs,26,A stove being lit with a lighter.,light,1.0
put-cup-on-coaster-TR,1,ip,26,Lighting a candle stick.,light,1.0
light-candle-TR,1,ho,12,A firecracker is lit,light,1.0
light-candle-TR,1,ip,12,Someone lights a lighter,light,1.0
light-candle-TR,1,rv,12,A candle is lit with a lighter,light,1.0
light-candle-TR,1,cs,12,A stick of dynamite is lit,light,1.0
put-book-on-side-TR,1,ip,12,Someone ilghts a candle,light,1.0
light-candle-TR,1,rv,16,A man lights a candle.,light,1.0
light-candle-TR,1,ip,16,A woman is lighting a candle.,light,1.0
light-candle-TR,1,cs,16,A woman lights a lighter.,light,1.0
light-candle-TR,1,rv,4,He lit the candle with the lighter.,light,1.0
light-candle-TR,1,rv,70,A person lights a candle.,light,1.0
light-candle-TR,1,ho,84,A firework is lit,light,1.0
light-candle-TR,1,rv,15,A cigarette is being lit by a lighter..,light,1.0
light-candle-TR,1,rv,67,A person lights a cigarette.,light,1.0
light-candle-TR,1,rv,18,Someone lights a candle.,light,1.0
light-candle-TR,1,cs,18,Someone lights a cigarette lighter.,light,1.0
light-candle-TR,1,ho,44,A person is lighting up a candle.,light,1.0
light-turn-on-IN,0,rv,44,A person is lighting a light.,light,1.0
light-candle-TR,1,rv,44,A person is lighting a candle.,light,1.0
light-turn-on-IN,0,np,44,A person is lighting fireworks.,light,1.0
put-cup-on-coaster-TR,1,np,39,A person is lighting a fire.,light,1.0
light-candle-TR,1,rv,39,A person is lighting a candle.,light,1.0
light-candle-TR,1,ip,39,A person lights a candle with a lighter.,light,1.0
light-candle-TR,1,ho,39,A person lights a pillar candle.,light,1.0
light-candle-TR,1,rv,36,A candle is being lit with a lighter,light,1.0
light-candle-TR,1,rv,41,A person lighting a candle,light,1.0
light-candle-TR,1,cs,41,A person is lighting a match.,light,1.0
light-candle-TR,1,ho,41,A person lighting a flame,light,1.0
light-candle-TR,1,ip,42,A match is lit.,light,1.0
light-candle-TR,1,rv,42,A candle is lit.,light,1.0
light-candle-TR,1,cs,42,A person lights a match.,light,1.0
pop-balloon-TR,1,rv,71,An explosion lights up the sky.,light,0.0
pop-balloon-TR,1,cs,71,A woman lights a firework.,light,1.0
light-candle-TR,1,rv,71,A man lights a firecracker.,light,1.0
pop-balloon-TR,1,ho,71,A woman lights a firecracker.,light,1.0
light-candle-TR,1,cs,71,She is lighting a candle.,light,1.0
light-candle-TR,1,rv,28,Someone is lighting a candle.,light,1.0
light-candle-TR,1,rv,13,Lighting a stick with a lighter.,light,1.0
light-candle-TR,1,ip,13,Lighting a candle with a lighter.,light,1.0
light-candle-TR,1,cs,3,A person lighting a lighter,light,1.0
light-candle-TR,1,np,23,A person lighting a candle,light,1.0
light-candle-TR,1,rv,23,A person lit a candle.,light,1.0
light-candle-TR,1,rv,91,A person is lighting a lighter.,light,1.0
pop-balloon-TR,1,cm,91,A person is lighting a fire cracker.,light,1.0
light-candle-TR,1,ho,15,A flame is lit from a lighter and goes big.,"light,go",0.5
light-candle-TR,1,cs,15,A blowtorch light is lit and it lights up bright.,"light,light",0.5
taughten-string-TR,1,cm,0,He lifts up a tube and pulls it apart  both ends.,"light,pull",1.0
light-candle-TR,1,cm,84,A fuse is lit and singes,"light,singe",0.5
spray-shaving-cream-TR,1,ip,15,A blowtorch is lit and sprays dangerous flames.,"light,spray",0.5
light-candle-TR,1,np,12,Someone lights a candle using a lighter,"light,use",1.0
ball-drop-IN,0,cs,8,A person is telling someone to lighten up.,lighten,0.0
balloon-deflate-IN,0,ho,4,She liked the shape of the descending vase.,like,1.0
move-box-TR,1,np,42,Two points are lined up and moved.,"line,move",1.0
plug-in-TR,1,rv,84,A slingshot is being loaded,load,1.0
shake-shaker-TR,1,ip,84,A cannon is being loaded,load,1.0
shake-shaker-TR,1,ip,23,A person loading a gun,load,1.0
fan-turn-IN,0,ip,23,A person is locating their friend.,locate,1.0
toy-appear-in-box-IN,0,ho,79,She looked through a window.,look,0.0
push-toy-in-box-TR,1,ip,12,A person looks at a mirror.,look,1.0
tower-fall-IN,0,ho,74,A person is looking through binoculars.,look,0.0
toy-appear-in-box-IN,0,np,74,An animal is looking over a fence.,look,0.0
fan-turn-IN,0,rv,8,A person is looking for something.,look,1.0
adjust-picture-TR,1,rv,60,A person is looking at a box/present.,look,1.0
coatrack-approach-IN,0,ho,70,A person is looking at reflection in mirror.,look,0.0
toy-appear-in-box-IN,0,np,15,A bunny looks over a barrier.,look,0.0
measure-book-TR,1,cm,18,Someone is looking into a bag.,look,0.0
coatrack-approach-IN,0,ho,41,A person is looking at themselves in the mirror.,look,0.0
picture-shift-IN,0,ho,91,A person is looking through a window.,look,1.0
push-button-microwave-TR,1,cs,91,A person is looking at the time.,look,1.0
tower-fall-IN,0,ho,36,A person is looking at something fall down,"look,fall",0.0
push-toy-in-box-TR,1,np,15,A bunny looks over a hedge then goes back down.,"look,go",0.0
push-toy-in-box-TR,1,np,79,"A pet looked over an object, then the pet hid behind the object.","look,hide",0.0
tower-fall-IN,0,cm,16,A man looks at his phone then lays it down on the table.,"look,lay",0.5
toy-appear-in-box-IN,0,rv,15,A bunny is looking over a hedge and then lowering.,"look,lower",0.0
take-keys-out-of-box-TR,1,cm,70,"A person looks into a container, makes a choice and pulls out object.","look,make,pull",0.6666666667
plug-in-TR,1,cs,37,"A person looks at instructions, then pushes two objects together.","look,push",1.0
reorient-pole-TR,1,rv,8,A person looks at an object and then he puts it down.,"look,put",1.0
tower-fall-IN,0,cm,15,A person looks at a book then slams it down.,"look,slam",0.5
lid-blow-off-IN,0,cm,8,A person looks at something sadly and throw the thing away.,"look,throw",1.0
tower-fall-IN,0,cm,8,A person looks at dirt on his hand and tries to get rid of it.,"look,try,get",0.6666666667
toy-appear-in-box-IN,0,cs,15,A kid looks out the window and waves at who they see.,"look,wave",0.0
hanger-swing-IN,0,ho,80,A wrench is loosening a screw.,loosen,1.0
person-bend-over-IN,0,ho,12,A penis loses its erection,lose,1.0
stick-break-IN,0,ho,70,An object loses energy.,lose,1.0
ball-bounce-IN,0,rv,70,A bouncing ball loses momentum.,lose,1.0
tape-measurer-bend-half-IN,0,cs,70,An object loses its value.,lose,1.0
put-book-on-side-TR,1,cm,70,A person loses.,lose,0.0
cards-scatter-IN,0,cs,84,A balloon is losing air,lose,1.0
balloon-deflate-IN,0,cm,67,A balloon is losing air.,lose,1.0
paper-airplane-land-IN,0,np,70,An airplane suddenly loses altitude and careens down to the ground.,"lose,careen",0.5
person-bend-over-IN,0,cs,79,"A part was lowered onto another part, like the hood of a car.",lower,1.0
person-bend-over-IN,0,np,70,A hinged cover is lowered.,lower,1.0
person-bend-over-IN,0,cs,84,A drawbridge is lowering,lower,0.0
put-cup-on-coaster-TR,1,cm,84,A drink is being lowered,lower,1.0
stick-break-IN,0,rv,84,A draw bridge is lowering,lower,0.0
person-bend-over-IN,0,cs,15,A seesaw slowly lowers on one side.,lower,0.0
person-bend-over-IN,0,rv,39,A bridge is lowering.,lower,0.0
person-bend-over-IN,0,cs,39,A crane lowers something to the ground.,lower,1.0
person-bend-over-IN,0,np,42,A signal is lowered at a crossing.,lower,1.0
person-bend-over-IN,0,np,71,The drawbridge for a moat is lowered.,lower,1.0
person-bend-over-IN,0,cs,23,Person lower a lever,lower,1.0
push-toy-in-box-TR,1,cm,80,A table is lowered.,lower,1.0
light-turn-on-IN,0,ip,79,A mirror was lowered and then was visible.,"lower,be",0.5
ball-hit-waterbottle-TR,1,ip,70,A soaring object lowers and hits a second object causing the second object to fall down.,"lower,hit,cause,fall",0.5
hammer-nail-TR,1,ho,14,"A small object is lowered, held in place and hit multiple times with another object.","lower,hold,hit",1.0
lid-blow-off-IN,0,cs,14,A lid is lowered onto an object and then removed.,"lower,remove",1.0
coatrack-approach-IN,0,np,70,"An object lowers, rotates forward and stops.","lower,rotate,stop",0.0
ball-drop-IN,0,np,15,A compactor ceiling lowers over and over smashing what's underneath.,"lower,smash",0.5
march-IN,0,rv,16,A person is lumbering along.,lumber,0.0
march-IN,0,cm,87,A person with big feet lumbers along.,lumber,0.0
knock-over-tower-TR,1,ho,18,Someone is mailing a Valentine.,mail,1.0
bowl-break-IN,0,np,12,Cotton candy is made in a machine,make,1.0
push-toy-in-box-TR,1,ho,12,A baker makes a cake,make,1.0
stick-break-IN,0,rv,10,he is making the signal foe a left turn,make,1.0
hanger-swing-IN,0,ho,6,the person is making a wrenching movement,make,1.0
measure-book-TR,1,rv,6,making an object into a circle,make,1.0
whirly-gig-drop-IN,0,cm,16,A tornado funnel cloud is making landfall.,make,0.0
taughten-string-TR,1,ip,74,A person is making a statement.,make,1.0
fizzle-down-IN,0,cs,8,A person is making a cookie dough.,make,1.0
push-toy-in-box-TR,1,ho,8,A person is making a sandwich.,make,1.0
crush-can-TR,1,cm,8,A person is making a sandwich.,make,1.0
push-toy-in-box-TR,1,ho,4,She was making a sandwich.,make,1.0
picture-shift-IN,0,np,70,A person is trying to make an object level.,make,1.0
light-turn-on-IN,0,rv,70,An object makes a loud sound.,make,1.0
ball-bounce-IN,0,np,84,A person is making butter,make,1.0
hit-bottle-with-ball-TR,1,cs,15,A drunk person makes an A-OK signal.,make,1.0
shake-shaker-TR,1,ho,18,A person is making a drink in a shaker.,make,1.0
paper-airplane-land-IN,0,ho,18,A plane is making a landing.,make,1.0
roll-out-TR,1,np,18,Someone is making a bed.,make,1.0
lid-blow-off-IN,0,ho,55,the woman is making a showball.,make,1.0
shaving-cream-spray-IN,0,rv,2,A person is making a spiral object,make,1.0
roll-out-TR,1,rv,71,A man makes a silkscreened shirt.,make,1.0
crush-can-TR,1,ip,71,A woman makes French press coffee.,make,1.0
push-toy-in-box-TR,1,rv,91,A person is making a sandwich.,make,1.0
lid-blow-off-IN,0,ho,91,A person is making a sandwich.,make,1.0
break-stick-TR,1,np,91,A person is making dinner.,make,1.0
crush-can-TR,1,ip,91,A person is making a sandwich.,make,1.0
person-bend-over-IN,0,ip,0,She is making Muslim prayer.,make,1.0
pop-balloon-TR,1,rv,31,Making a ball or coin dissappear.,"make,disappear",0.5
hit-balloon-TR,1,ip,73,"An object makes contact with another object to make it fly off, like a golf club hitting a ball.","make,fly,hit",0.75
shaving-cream-spray-IN,0,ho,59,A person is making an object move by using a claw.,"make,move,use",0.6666666667
turn-fan-TR,1,cs,17,A person makes homemade spaghetti and pulls it from the pasta maker.,"make,pull",1.0
balloon-deflate-IN,0,ip,8,A person is making bread dough by hand and then he puts it down carefully,"make,put",1.0
shake-shaker-TR,1,np,79,Someone made a drink by shaking it.,"make,shake",1.0
shake-shaker-TR,1,np,55,"The man is making a shake, shaking the bottle.","make,shake",1.0
fizzle-down-IN,0,ho,14,The contents of a small container are made to sprinkle out and cascade downward.,"make,sprinkle,cascade",0.3333333333
ball-hit-waterbottle-TR,1,ho,23,A person is making a snowball and threw it at someone to knock them over.,"make,throw,knock",1.0
march-IN,0,ho,81,SOMEONE MARCHING,march,0.0
march-IN,0,cm,80,A person is marching.,march,0.0
march-IN,0,rv,59,The person is showing a person marching or stomping.,"march,stomp",0.0
crush-can-TR,1,rv,16,A person is mashing something between his hands.,mash,1.0
roll-out-TR,1,np,12,A shoulder massage is given to someone,massage,1.0
roll-out-TR,1,cs,12,Someone massages the back of someone else,massage,1.0
roll-out-TR,1,rv,8,A person is massaging someone's back.,massage,1.0
roll-out-TR,1,cm,8,A person is massaging someone's back.,massage,1.0
roll-out-TR,1,ip,8,A person is massaging someone.,massage,1.0
roll-out-TR,1,ho,15,A cat massages with its feet.,massage,0.0
roll-out-TR,1,cs,14,A flat surface is massaged back and forth repeatedly.,massage,1.0
roll-out-TR,1,rv,36,A person is massaging something,massage,1.0
roll-out-TR,1,np,36,A person is massaging another persons back,massage,1.0
car-pass-tower-IN,0,ho,71,A woman massaging a person.,massage,1.0
roll-out-TR,1,ip,71,A woman does a massage.,massage,1.0
roll-out-TR,1,cs,71,A woman is massaging someone.,massage,1.0
put-cup-on-coaster-TR,1,ip,12,Someone measures the length of a dress.,measure,1.0
pull-out-measuring-tape-TR,1,cm,20,The man is measuring something with a tape measure.,measure,1.0
march-IN,0,cs,70,A person measures across an object.,measure,0.0
pull-out-measuring-tape-TR,1,ip,67,A person measures with a tape measure.,measure,0.0
pour-bottle-caps-TR,1,cs,18,Someone is measuring something in a cup.,measure,1.0
light-candle-TR,1,ip,44,A person is measuring with a tape measure.,measure,0.0
adjust-picture-TR,1,rv,44,A person is measuring something.,measure,1.0
pull-out-measuring-tape-TR,1,ip,39,A person measures fabric.,measure,1.0
push-button-microwave-TR,1,cm,8,A person meets a target.,meet,1.0
approach-coatrack-IN,0,ip,67,Two cyclists meet and ride of together.,"meet,ride",0.0
bowl-break-IN,0,ho,12,Snow melts,melt,0.0
balloon-deflate-IN,0,ho,41,An object is melting away.,melt,0.0
balloon-deflate-IN,0,ho,28,An object is melting.,melt,0.0
balloon-deflate-IN,0,cs,13,Snowman melting in the sun.,melt,0.0
crush-can-TR,1,np,12,Two cells merge into one,merge,0.0
balloon-deflate-IN,0,rv,44,Two objects are merging together.,merge,0.0
shake-shaker-TR,1,ip,6,milking a cow,milk,1.0
walk-backwards-IN,0,ho,0,She is miming her way out of a box.,mime,1.0
car-pass-tower-IN,0,ip,70,A living object misses a trap.,miss,1.0
push-button-microwave-TR,1,cs,67,A target shooter misses the bullseye.,miss,1.0
push-button-microwave-TR,1,cs,42,A target is missed.,miss,1.0
push-button-microwave-TR,1,np,42,A bullet misses and spirals to the ground.,"miss,spiral",0.0
spin-bread-TR,1,ip,8,A person is mixing some inggredients.,mix,1.0
dip-finger-in-jar-TR,1,ho,8,A person is mixing cookie dough.,mix,1.0
dip-finger-in-jar-TR,1,ip,39,A person is mixing something with a small spoon.,mix,1.0
bread-spin-IN,0,ho,41,A person mixing something up,mix,1.0
shake-shaker-TR,1,ip,42,A person mixes a drink.,mix,1.0
shake-shaker-TR,1,ho,42,A person mixes a drink.,mix,1.0
shake-shaker-TR,1,cs,42,A person mixes a martini.,mix,1.0
bread-spin-IN,0,cm,71,A bowl of batter is being mixed up.,mix,1.0
shake-shaker-TR,1,cs,13,Mixing a drink in a container.,mix,1.0
shake-shaker-TR,1,cm,80,A drink is being mixed.,mix,1.0
shake-shaker-TR,1,cm,0,He is a bartender mixing someone's drink.,mix,1.0
dip-finger-in-jar-TR,1,ho,42,A person mixes a batter and stirs it.,"mix,stir",1.0
crush-can-TR,1,cs,12,Dough is molded into a ball,mold,1.0
balloon-deflate-IN,0,ho,12,Someone molds a vase,mold,1.0
fizzle-down-IN,0,cm,91,A person is molding clay.,mold,1.0
fizzle-down-IN,0,cs,42,A jar is molded and filled.,"mold,fill",1.0
roll-out-TR,1,rv,12,Someone mops the floor,mop,1.0
fan-turn-IN,0,cs,16,Something motions to slow then stop.,"motion,slow,stop",0.3333333333
fan-turn-IN,0,ip,93,The person is moving a typewriter's head,move,1.0
move-box-TR,1,ip,26,An object being moved by a machine.,move,1.0
move-box-TR,1,cm,26,Moving a box across the table.,move,1.0
close-microwave-door-TR,1,np,26,A truck moving a car across the road.,move,1.0
approach-coatrack-IN,0,ip,26,Object on a rotator belt being moved.,move,1.0
walk-backwards-IN,0,cs,26,A crane moving around.,move,0.0
coatrack-approach-IN,0,np,26,A crane moving around.,move,0.0
box-move-IN,0,ho,26,A box being moved on a conveyor belt.,move,1.0
box-move-IN,0,cm,26,Moving a box to the side.,move,1.0
turn-fan-TR,1,rv,26,An object being moved.,move,1.0
move-box-TR,1,rv,26,Moving an object on a table.,move,1.0
coatrack-approach-IN,0,np,79,A person is moving close to them that they don't like.,move,0.0
coatrack-approach-IN,0,rv,79,A person is moving closer to them.,move,0.0
approach-coatrack-IN,0,ho,79,They are moving a computer mouse towards a monitor.,move,1.0
walk-backwards-IN,0,ho,79,Someone is trying to move away from someone else.,move,0.0
toy-skitter-IN,0,cs,79,Someone was moving around excitedly.,move,0.0
toy-skitter-IN,0,np,79,A happy animal was excitedly moving around.,move,0.0
person-bend-over-IN,0,cs,12,A see-saw slowly moves,move,0.0
coatrack-approach-IN,0,cm,12,A tractor moves forward.,move,0.0
box-move-IN,0,cs,12,A car moves along slowly,move,0.0
move-box-TR,1,cs,12,A person moves an object from one location to another,move,1.0
move-box-TR,1,rv,12,A person moves an object along a surface,move,1.0
fan-turn-IN,0,ho,12,A dartboard moves on an automated aparatus,move,0.0
move-box-TR,1,ip,25,A person moving something over.,move,1.0
hanger-swing-IN,0,rv,25,The person is showing the wind moving.,move,0.0
box-move-IN,0,cm,59,A person is moving an object from one place to another.,move,1.0
box-move-IN,0,ho,6,moving an object slow and carefully,move,1.0
box-move-IN,0,rv,6,moving an object carefullly,move,1.0
coatrack-approach-IN,0,np,6,a large object moving forwards,move,0.0
turn-fan-TR,1,ip,6,moving a fan closer to yourself,move,1.0
move-box-TR,1,np,6,moving two objects together,move,1.0
walk-backwards-IN,0,np,16,Something is moving off into the distance.,move,0.0
box-move-IN,0,ho,16,a machine moves something along the production line.,move,1.0
move-box-TR,1,ip,16,A woman is moving her tray down a cafeteria line.,move,1.0
cards-scatter-IN,0,rv,16,A tornado moves along its path.,move,0.0
turn-fan-TR,1,rv,16,I man moves something to the right.,move,1.0
box-move-IN,0,cm,81,MOVING AN OBJECT,move,1.0
move-box-TR,1,cm,81,MOVING AN OBJECT,move,1.0
move-box-TR,1,cs,81,MOVING A BOX,move,1.0
box-move-IN,0,ho,8,A person is moving wine glasses very carefully.,move,1.0
box-move-IN,0,np,8,A person is moving something carefully.,move,1.0
