item,sentence,verb,event,gesturer
47-cm-TR-s.mp4,A person pulls a stick out of a container.,pull,pull-out-measuring-tape-TR,cm
47-np-TR-s.mp4,A person is pulling out a string.,pull,pull-out-measuring-tape-TR,np
64-ho-TR-s.mp4,A person is pulling a string tight.,pull,taughten-string-TR,ho
64-ip-TR-s.mp4,A person is pulling a string tight.,pull,taughten-string-TR,ip
64-np-TR-s.mp4,A person is pulling a string tight.,pull,taughten-string-TR,np
61-ho-TR-s.mp4,A person is pulling an object out of a jar.,pull,take-keys-out-of-box-TR,ho
47-ho-TR-s.mp4,A person is pulling a tape measure out.,pull,pull-out-measuring-tape-TR,ho
47-cs-TR-s.mp4,A person is pulling an item out of a container.,pull,pull-out-measuring-tape-TR,cs
61-np-TR-s.mp4,A person is pulling an item out of a box.,pull,take-keys-out-of-box-TR,np
36-ho-TR-s.mp4,An object is pulled into a circular shape.,pull,measure-book-TR,ho
61-ho-TR-s.mp4,A person pulls a long thin object from a container.,pull,take-keys-out-of-box-TR,ho
17-ip-TR-s.mp4,A medium sized object is pulled forward a short distance.,pull,close-microwave-door-TR,ip
63-ip-IN-s.mp4,"An object is pulled straight down from above, then another object is pulled down in a curving movement.",pull,tape-measurer-bend-half-IN,ip
50-ip-TR-s.mp4,An object is pulled upward and then back down in an arc.,pull,put-book-on-side-TR,ip
47-cm-TR-s.mp4,A thin strand is pulled upwards and to the left.,pull,pull-out-measuring-tape-TR,cm
51-ip-TR-s.mp4,A string of an object is pulled down,pull,put-cup-on-coaster-TR,ip
51-np-TR-s.mp4,An object that has a lever pulled,pull,put-cup-on-coaster-TR,np
61-cs-TR-s.mp4,An object pulled out of a container,pull,take-keys-out-of-box-TR,cs
41-np-IN-s.mp4,A big lever is pulled down,pull,person-bend-over-IN,np
71-np-IN-s.mp4,A person pulls an object towards themselves,pull,walk-backwards-IN,np
47-np-TR-s.mp4,A tape measure was pulled out.,pull,pull-out-measuring-tape-TR,np
64-ho-TR-s.mp4,An object was pulled apart.,pull,taughten-string-TR,ho
64-cs-TR-s.mp4,A person is pulling a rope.,pull,taughten-string-TR,cs
53-np-TR-s.mp4,A person pulled the cork out of a wine bottle.,pull,remove-cork-TR,np
64-rvn-TR-s.mp4,A person pulled a rope apart.,pull,taughten-string-TR,rv
61-ho-TR-s.mp4,A person is pulling a hair out of their food.,pull,take-keys-out-of-box-TR,ho
47-cs-TR-s.mp4,A person pulling an object out,pull,pull-out-measuring-tape-TR,cs
47-rvn-TR-s.mp4,A person pulls out a tape measure.,pull,pull-out-measuring-tape-TR,rv
66-np-IN-s.mp4,The rug is pulled out from under a person.,pull,tower-fall-IN,np
66-rvn-IN-s.mp4,The rug is pulled out from under someone.,pull,tower-fall-IN,rv
47-cm-TR-s.mp4,A person pulls a string.,pull,pull-out-measuring-tape-TR,cm
47-np-TR-s.mp4,A thread is pulled from a garment.,pull,pull-out-measuring-tape-TR,np
64-cm-TR-s.mp4,A person pulls open a curtain.,pull,taughten-string-TR,cm
64-ho-TR-s.mp4,A rope is pulled taught.,pull,taughten-string-TR,ho
64-ip-TR-s.mp4,A rope is pulled tight.,pull,taughten-string-TR,ip
64-np-TR-s.mp4,A rope is pulled taught.,pull,taughten-string-TR,np
47-cs-TR-s.mp4,A ring is being pulled on a grenade.,pull,pull-out-measuring-tape-TR,cs
34-ip-IN-s.mp4,She is pulling down a projector screen.,pull,light-turn-on-IN,ip
12-cs-IN-s.mp4,A woman pulls a chain.,pull,box-move-IN,cs
47-cs-TR-s.mp4,A woman pulls yarn out of a skein.,pull,pull-out-measuring-tape-TR,cs
61-np-TR-s.mp4,Man pulling a rabbit out of a hat.,pull,take-keys-out-of-box-TR,np
53-ho-TR-s.mp4,A person is pulling the cork out of a bottle.,pull,remove-cork-TR,ho
53-rvn-TR-s.mp4,A person is pulling a cork out of a bottle.,pull,remove-cork-TR,rv
47-ho-TR-s.mp4,A person is pulling something out of another object.,pull,pull-out-measuring-tape-TR,ho
6-cs-IN-s.mp4,She is pulling the blanket off of a person.,pull,ball-roll-IN,cs
61-rvn-TR-s.mp4,Pulling a spider out of a bag.,pull,take-keys-out-of-box-TR,rv
2-np-IN-s.mp4,Pulling a hook towards a large wall.,pull,approach-coatrack-IN,np
47-ho-TR-s.mp4,Pulling an arrow out of a quiver.,pull,pull-out-measuring-tape-TR,ho
15-cm-IN-s.mp4,Pulling the zipper on a suitcase.,pull,car-pass-tower-IN,cm
18-ho-IN-s.mp4,Pulling the curtains from a window.,pull,coatrack-approach-IN,ho
47-np-TR-s.mp4,Pulling the string on a piece of clothing.,pull,pull-out-measuring-tape-TR,np
7-cm-IN-s.mp4,Pulling down a large bag.,pull,balloon-deflate-IN,cm
17-cs-TR-s.mp4,Pulling a blanket over an object.,pull,close-microwave-door-TR,cs
66-np-IN-s.mp4,Pulling an iron over clothing.,pull,tower-fall-IN,np
53-ho-TR-s.mp4,Pulling the cork out of a bottle.,pull,remove-cork-TR,ho
53-np-TR-s.mp4,Pulling the cork from a bottle.,pull,remove-cork-TR,np
64-cs-TR-s.mp4,Pulling a rope apart.,pull,taughten-string-TR,cs
64-cs-TR-s.mp4,A person pulled an object apart.,pull,taughten-string-TR,cs
47-cm-TR-s.mp4,A person pulling out a measuring tape,pull,pull-out-measuring-tape-TR,cm
47-np-TR-s.mp4,A cord was pulled out of a machine.,pull,pull-out-measuring-tape-TR,np
64-np-TR-s.mp4,A person pulling on a rope,pull,taughten-string-TR,np
12-cs-IN-s.mp4,A person pulling an object aside,pull,box-move-IN,cs
61-ho-TR-s.mp4,A person pulling out an object,pull,take-keys-out-of-box-TR,ho
47-ho-TR-s.mp4,A person pulling a string,pull,pull-out-measuring-tape-TR,ho
47-cs-TR-s.mp4,A person pulling an object out of something,pull,pull-out-measuring-tape-TR,cs
61-np-TR-s.mp4,A person pulling an object out from a can,pull,take-keys-out-of-box-TR,np
47-rvn-TR-s.mp4,A long string was pulled out from the roll.,pull,pull-out-measuring-tape-TR,rv
66-np-IN-s.mp4,A person pulling something out from underneath something else,pull,tower-fall-IN,np
61-cs-TR-s.mp4,A person pulled a ladle of soup out of the pot.,pull,take-keys-out-of-box-TR,cs
64-rvn-TR-s.mp4,A person is pulling a rope tight.,pull,taughten-string-TR,rv
52-ip-IN-s.mp4,A person is pulling a cord.,pull,racecar-into-box-IN,ip
47-rvn-TR-s.mp4,A person is pulling out a sock.,pull,pull-out-measuring-tape-TR,rv
34-ho-IN-s.mp4,A person is pulling a light switch.,pull,light-turn-on-IN,ho
66-np-IN-s.mp4,A person is pulling a cord.,pull,tower-fall-IN,np
47-cm-TR-s.mp4,A person is pulling a light switch.,pull,pull-out-measuring-tape-TR,cm
47-np-TR-s.mp4,A person is pulling string out.,pull,pull-out-measuring-tape-TR,np
64-cm-TR-s.mp4,A person is pulling up covers.,pull,taughten-string-TR,cm
47-ip-TR-s.mp4,A person is pulling out a rope.,pull,pull-out-measuring-tape-TR,ip
47-cs-TR-s.mp4,A person is pulling out a snack.,pull,pull-out-measuring-tape-TR,cs
51-rvn-TR-s.mp4,A person is pulling a cord.,pull,put-cup-on-coaster-TR,rv
47-cs-TR-s.mp4,A person is pulling open a tape measure.,pull,pull-out-measuring-tape-TR,cs
34-np-IN-s.mp4,The person is pulling on something that is stretchy.,"pull,be",light-turn-on-IN,np
14-ho-TR-s.mp4,An object is pulled apart and broken,"pull,break",break-stick-TR,ho
14-np-TR-s.mp4,A person pulled an object apart and then broke it in half.,"pull,break",break-stick-TR,np
14-ho-TR-s.mp4,A person is pulling a string apart and then breaking it.,"pull,break",break-stick-TR,ho
27-ip-IN-s.mp4,A window is pulled slightly open and wind comes in.,"pull,come",hanger-swing-IN,ip
20-ho-TR-s.mp4,A person pulls out a long bread loaf and cuts into it.,"pull,cut",cut-bread-TR,ho
47-cs-TR-s.mp4,pulling an object back and dropping it,"pull,drop",pull-out-measuring-tape-TR,cs
47-cs-TR-s.mp4,She pulled the object out and dropped it.,"pull,drop",pull-out-measuring-tape-TR,cs
34-ip-IN-s.mp4,An object is pulled down from above and expanded.,"pull,expand",light-turn-on-IN,ip
72-ho-IN-s.mp4,Something is pulled and debris falls down,"pull,fall",whirly-gig-drop-IN,ho
16-ho-IN-s.mp4,Magic dust is pulled out and flies everywhere.,"pull,fly",cards-scatter-IN,ho
17-np-TR-s.mp4,A person pulls a heavy item then goes behind it and pushes.,"pull,go,push",close-microwave-door-TR,np
70-cs-TR-s.mp4,A piece of paper was pulled out of something that was holding it.,"pull,hold",turn-fan-TR,cs
4-np-IN-s.mp4,The person is pulling something from the air then kneading it into their other hand.,"pull,knead",ball-drop-IN,np
29-np-TR-s.mp4,A person pulling something down and knocking it out of the way,"pull,knock",hit-bottle-with-ball-TR,np
50-rvn-TR-s.mp4,The person is pulling something down to lay flat on the ground.,"pull,lay",put-book-on-side-TR,rv
54-ho-TR-s.mp4,A jar is pulled off the shelf and laid on the table.,"pull,lay",reorient-pole-TR,ho
36-np-TR-s.mp4,"They're pulling out a long object, like a rope, and laying it down into a circle.","pull,lay",measure-book-TR,np
47-rvn-TR-s.mp4,A tape measure is pulled out and let go.,"pull,let",pull-out-measuring-tape-TR,rv
47-rvn-TR-s.mp4,A piece of gum is pulled apart and let go.,"pull,let",pull-out-measuring-tape-TR,rv
52-ip-IN-s.mp4,A woman pulls back a little race car and lets it go.,"pull,let",racecar-into-box-IN,ip
47-rvn-TR-s.mp4,A man is pulling out a tape measure then letting go so it snaps back.,"pull,let,snap",pull-out-measuring-tape-TR,rv
64-np-TR-s.mp4,A person pulls out a length of cord and pulls on both ends to make the cord tight.,"pull,make",taughten-string-TR,np
63-ip-IN-s.mp4,"A lever was pulled to make something start operating, like a big machine.","pull,operate",tape-measurer-bend-half-IN,ip
54-ho-TR-s.mp4,A person pulls objects and places them at different places.,"pull,place",reorient-pole-TR,ho
54-rvn-TR-s.mp4,He pulled it apart and placed it down.,"pull,place",reorient-pole-TR,rv
47-np-TR-s.mp4,A man pulls out and prepares to use a chalk line.,"pull,prepare,use",pull-out-measuring-tape-TR,np
54-ip-TR-s.mp4,A small object is pulled down with one hand prior to a large object being pushed down by two handles.,"pull,push",reorient-pole-TR,ip
49-np-TR-s.mp4,A person pulls an object then puts it back.,"pull,put",push-toy-in-box-TR,np
61-np-TR-s.mp4,He pulled the toy out and rattled it.,"pull,rattle",take-keys-out-of-box-TR,np
47-rvn-TR-s.mp4,A person pulls out and releases an object.,"pull,release",pull-out-measuring-tape-TR,rv
34-ip-IN-s.mp4,A cord is pulled and released.,"pull,release",light-turn-on-IN,ip
47-rvn-TR-s.mp4,A stretchy substance is pulled from a container and released.,"pull,release",pull-out-measuring-tape-TR,rv
36-ip-TR-s.mp4,She pulled a knife out of a sheath and the returned the knife to the sheath.,"pull,return",measure-book-TR,ip
27-ip-IN-s.mp4,pulling an object down and it rocks back and forth,"pull,rock",hanger-swing-IN,ip
55-ho-TR-s.mp4,A tubular object is pulled forward twice and slightly rotated.,"pull,rotate",roll-out-TR,ho
64-cs-TR-s.mp4,A bag of chips was pulled open that was sealed.,"pull,seal",taughten-string-TR,cs
63-cm-IN-s.mp4,An object is pulled down from above and sent to the floor.,"pull,send",tape-measurer-bend-half-IN,cm
4-cm-IN-s.mp4,An object is pulled downward and then sent tumbling over itself.,"pull,send,tumble",ball-drop-IN,cm
54-rvn-TR-s.mp4,A person is pulling something apart and setting down the two pieces.,"pull,set",reorient-pole-TR,rv
61-np-TR-s.mp4,A small object is pulled from inside another object and shaken.,"pull,shake",take-keys-out-of-box-TR,np
29-np-TR-s.mp4,Pulling down a window and shoving something in it.,"pull,shove",hit-bottle-with-ball-TR,np
61-rvn-TR-s.mp4,A creature is pulled out of a container and it skitters across a surface.,"pull,skitter",take-keys-out-of-box-TR,rv
22-np-IN-s.mp4,A spherical object is pulled downward and then smacked several times on the side.,"pull,smack",door-microwave-close-IN,np
28-np-TR-s.mp4,"A long strand is pulled from an object and then smacked into the object, sending it flying.","pull,smack,fly",hit-balloon-TR,np
14-np-TR-s.mp4,He pulled the object apart and snapped it in half.,"pull,snap",break-stick-TR,np
22-np-IN-s.mp4,A person pulls down another person's pants off their butt and spanks them.,"pull,spank",door-microwave-close-IN,np
14-ho-TR-s.mp4,She pulled the pole apart and split it.,"pull,split",break-stick-TR,ho
66-np-IN-s.mp4,Pulling the rug from a person standing on it.,"pull,stand",tower-fall-IN,np
64-np-TR-s.mp4,"The person says to pull the object, then stretch it out.","pull,stretch",taughten-string-TR,np
47-ho-TR-s.mp4,"The person said to pull the object out, or stretch the object out.","pull,stretch",pull-out-measuring-tape-TR,ho
64-np-TR-s.mp4,A flexible stringy substance is pulled outward and stretched taut.,"pull,stretch",taughten-string-TR,np
27-ip-IN-s.mp4,A shutter is pulled down and sways in the wind.,"pull,sway",hanger-swing-IN,ip
36-np-TR-s.mp4,pulling an object out and swirling it around,"pull,swirl",measure-book-TR,np
47-cs-TR-s.mp4,"A ribbon or string was pulled off of something larger, then the ribbon or string was thrown on the floor.","pull,throw",pull-out-measuring-tape-TR,cs
29-np-TR-s.mp4,"A man pulls his hoody strings, then throws a snowball.","pull,throw",hit-bottle-with-ball-TR,np
64-np-TR-s.mp4,A person is pulling a string and then tightening it.,"pull,tighten",taughten-string-TR,np
64-np-TR-s.mp4,A man pulls a scarf out of a container and then tightens it.,"pull,tighten",taughten-string-TR,np
63-ip-IN-s.mp4,An object is pulled down and topples over,"pull,topple",tape-measurer-bend-half-IN,ip
14-ho-TR-s.mp4,A person pulls an object and then tries to bend it.,"pull,try,bend",break-stick-TR,ho
61-ip-TR-s.mp4,She pulled up the key and turned it.,"pull,turn",take-keys-out-of-box-TR,ip
33-ho-TR-s.mp4,"pulling down, twisting and opening an object","pull,twist,open",light-candle-TR,ho
72-ho-IN-s.mp4,"An object is pulled down from above, unscrewed, and then unfurls downward.","pull,unscrew,unfurl",whirly-gig-drop-IN,ho
61-rvn-TR-s.mp4,He pulled up the animal and it walked off.,"pull,walk",take-keys-out-of-box-TR,rv
36-np-TR-s.mp4,A person pulls out a string and wraps it around a box.,"pull,wrap",measure-book-TR,np
64-np-TR-s.mp4,He pulled a string and yanked on it.,"pull,yank",taughten-string-TR,np
30-rvn-TR-s.mp4,An object pummeled over another object.,pummel,knock-over-tower-TR,rv
29-cs-TR-s.mp4,Person punching another person.,punch,hit-bottle-with-ball-TR,cs
69-cs-IN-s.mp4,A woman is punching keys on a piano.,punch,toy-skitter-IN,cs
5-cm-TR-s.mp4,A person punches another person.,punch,ball-hit-waterbottle-TR,cm
29-cs-TR-s.mp4,A person is punching another person.,punch,hit-bottle-with-ball-TR,cs
52-cm-IN-s.mp4,A person is punching another person.,punch,racecar-into-box-IN,cm
29-cs-TR-s.mp4,A woman punches someone.,punch,hit-bottle-with-ball-TR,cs
43-ho-TR-s.mp4,A woman punctures something.,puncture,plug-in-TR,ho
30-ip-TR-s.mp4,Pushing a container off a shelf.,push,knock-over-tower-TR,ip
51-ho-TR-s.mp4,Pushing the lever on a car.,push,put-cup-on-coaster-TR,ho
48-cs-TR-s.mp4,The person is pushing on a doorbell.,push,push-button-microwave-TR,cs
30-cs-TR-s.mp4,An object or person is pushing something aside.,push,knock-over-tower-TR,cs
49-rvn-TR-s.mp4,A person is pushing an object down to a lower area.,push,push-toy-in-box-TR,rv
17-np-TR-s.mp4,A person pushing something out of the way.,push,close-microwave-door-TR,np
52-ip-IN-s.mp4,"A person, using their finger, pushed an object to the other side.",push,racecar-into-box-IN,ip
52-cm-IN-s.mp4,An object pushed another object out of the way.,push,racecar-into-box-IN,cm
16-cm-IN-s.mp4,An object continuously pushed another object.,push,cards-scatter-IN,cm
49-rvn-TR-s.mp4,pushing down on an object,push,push-toy-in-box-TR,rv
49-ip-TR-s.mp4,A person is pushing down on something.,push,push-toy-in-box-TR,ip
17-np-TR-s.mp4,A person pushes something back into place.,push,close-microwave-door-TR,np
2-rvn-IN-s.mp4,A man is pushing someone away.,push,approach-coatrack-IN,rv
48-ip-TR-s.mp4,A woman is pushing an elevator up down button.,push,push-button-microwave-TR,ip
48-cs-TR-s.mp4,A woman is pushing a button.,push,push-button-microwave-TR,cs
49-rvn-TR-s.mp4,PUSHING DOWN ON AN OBJECT,push,push-toy-in-box-TR,rv
14-ip-TR-s.mp4,PUSHING SOMETHING DOWN,push,break-stick-TR,ip
17-np-TR-s.mp4,A person is pushing an object.,push,close-microwave-door-TR,np
30-np-TR-s.mp4,A person is pushing  someone to the ground.,push,knock-over-tower-TR,np
30-cm-TR-s.mp4,A person is pushing someone else to the ground.,push,knock-over-tower-TR,cm
17-cm-TR-s.mp4,A person is pushing something aside.,push,close-microwave-door-TR,cm
17-np-TR-s.mp4,A person is pushing someone to move forward.,push,close-microwave-door-TR,np
27-ip-IN-s.mp4,A person is pushing an object.,push,hanger-swing-IN,ip
50-cm-TR-s.mp4,He pushed the object down.,push,put-book-on-side-TR,cm
17-cm-TR-s.mp4,He pushed the object out of the way.,push,close-microwave-door-TR,cm
71-ho-IN-s.mp4,A person pushes back at an approaching object.,push,walk-backwards-IN,ho
2-rvn-IN-s.mp4,A person pushes an object out of view.,push,approach-coatrack-IN,rv
48-rvn-TR-s.mp4,A person is pushing a button.,push,push-button-microwave-TR,rv
22-rvn-IN-s.mp4,Something is being pushed off of something,push,door-microwave-close-IN,rv
51-cs-TR-s.mp4,A lever being pushed,push,put-cup-on-coaster-TR,cs
43-np-TR-s.mp4,A button is being pushed,push,plug-in-TR,np
49-ip-TR-s.mp4,An object pushes another one down,push,push-toy-in-box-TR,ip
55-ho-TR-s.mp4,An exerciser is pushing on a rowing machine.,push,roll-out-TR,ho
50-cm-TR-s.mp4,They are pushing something over.,push,put-book-on-side-TR,cm
2-rvn-IN-s.mp4,The person is pushing something they don't want away from themself.,push,approach-coatrack-IN,rv
49-rvn-TR-s.mp4,The person is pushing an object back down into a hole.,push,push-toy-in-box-TR,rv
18-cm-IN-s.mp4,The person is pushing a door closed.,push,coatrack-approach-IN,cm
30-ho-TR-s.mp4,A person pushes a ball off a table.,push,knock-over-tower-TR,ho
48-rvn-TR-s.mp4,A person pushes a button.,push,push-button-microwave-TR,rv
2-cm-IN-s.mp4,A door is slowly pushed closed.,push,approach-coatrack-IN,cm
17-rvn-TR-s.mp4,A person pushes away a nuisance the other way.,push,close-microwave-door-TR,rv
29-ip-TR-s.mp4,A big ball is pushed into a slot.,push,hit-bottle-with-ball-TR,ip
49-rvn-TR-s.mp4,Someone pushes a big button down.,push,push-toy-in-box-TR,rv
19-ho-TR-s.mp4,An untied balloon is pushed out of air.,push,crush-can-TR,ho
2-rvn-IN-s.mp4,A person pushes away a nuisance.,push,approach-coatrack-IN,rv
31-ip-IN-s.mp4,Water pushes an item off an edge.,push,lid-blow-off-IN,ip
48-cm-TR-s.mp4,A person pushes a button.,push,push-button-microwave-TR,cm
2-ip-IN-s.mp4,A bowl is pushed along a counter.,push,approach-coatrack-IN,ip
43-np-TR-s.mp4,A person pushes a button.,push,plug-in-TR,np
17-cm-TR-s.mp4,A person pushes open a door.,push,close-microwave-door-TR,cm
6-np-IN-s.mp4,A person pushes a small object down a river.,push,ball-roll-IN,np
49-rvn-TR-s.mp4,Someone is pushing down on a button.,push,push-toy-in-box-TR,rv
48-cm-TR-s.mp4,Someone is pushing a button on an elevator.,push,push-button-microwave-TR,cm
2-ip-IN-s.mp4,Someone is pushing a cart.,push,approach-coatrack-IN,ip
43-np-TR-s.mp4,Someone is pushing a button on an elevator.,push,plug-in-TR,np
48-cm-TR-s.mp4,A person pushes a button.,push,push-button-microwave-TR,cm
30-np-TR-s.mp4,A person is pushing an object down.,push,knock-over-tower-TR,np
63-rvn-IN-s.mp4,A person is pushing an object down to the ground.,push,tape-measurer-bend-half-IN,rv
41-np-IN-s.mp4,A person is pushing an object over.,push,person-bend-over-IN,np
55-cm-TR-s.mp4,A person is pushing fabric into a sewing machine.,push,roll-out-TR,cm
22-rvn-IN-s.mp4,A person is pushing a door closed.,push,door-microwave-close-IN,rv
52-cm-IN-s.mp4,A person is pushing an item out of the way.,push,racecar-into-box-IN,cm
60-cm-IN-s.mp4,A person is pushing an object down.,push,stick-break-IN,cm
49-ip-TR-s.mp4,A person is pushing down an object.,push,push-toy-in-box-TR,ip
17-rvn-TR-s.mp4,A person is pushing something aside.,push,close-microwave-door-TR,rv
52-rvn-IN-s.mp4,A person is pushing an item into a wall.,push,racecar-into-box-IN,rv
49-cm-TR-s.mp4,A person pushes down an object.,push,push-toy-in-box-TR,cm
28-rvn-TR-s.mp4,A person is pushing something aside.,push,hit-balloon-TR,rv
43-cm-TR-s.mp4,A person pushes an object into a wall.,push,plug-in-TR,cm
29-rvn-TR-s.mp4,A person is pushing an item out of the way.,push,hit-bottle-with-ball-TR,rv
11-ip-IN-s.mp4,A person is pushing an object to the ground.,push,bowl-break-IN,ip
5-cs-TR-s.mp4,A person is pushing an object out of the way with force.,push,ball-hit-waterbottle-TR,cs
38-rvn-IN-s.mp4,A person is pushing an object down a hill.,push,paper-airplane-land-IN,rv
2-rvn-IN-s.mp4,A person is pushing an object aside.,push,approach-coatrack-IN,rv
48-cm-TR-s.mp4,A person is pushing a doorbell.,push,push-button-microwave-TR,cm
28-ip-TR-s.mp4,A person is pushing one object hard.,push,hit-balloon-TR,ip
2-ip-IN-s.mp4,A person is pushing an object forward.,push,approach-coatrack-IN,ip
2-cs-IN-s.mp4,An object is pushed across a surface.,push,approach-coatrack-IN,cs
2-ho-IN-s.mp4,A person is pushing an object toward a wall.,push,approach-coatrack-IN,ho
55-rvn-TR-s.mp4,A person is pushing something into a drawer.,push,roll-out-TR,rv
43-np-TR-s.mp4,A person is pushing an object into another object.,push,plug-in-TR,np
51-cm-TR-s.mp4,A person is a pushing an object off a table.,push,put-cup-on-coaster-TR,cm
2-cm-IN-s.mp4,Pushing an object off the table.,push,approach-coatrack-IN,cm
55-ip-TR-s.mp4,A rolling pin pushed across a table.,push,roll-out-TR,ip
29-cs-TR-s.mp4,An object is pushed down and to the right.,push,hit-bottle-with-ball-TR,cs
2-cm-IN-s.mp4,A light object is pushed along to the left.,push,approach-coatrack-IN,cm
49-ip-TR-s.mp4,An object pushes upward and then is pushed back downward from above.,push,push-toy-in-box-TR,ip
35-ho-IN-s.mp4,"A flexible object is pushed down on one side, then the other side, repeated times.",push,march-IN,ho
49-cm-TR-s.mp4,An object is pushed downward with light force.,push,push-toy-in-box-TR,cm
49-rvn-TR-s.mp4,A blunt object is pushed down a short distance from above.,push,push-toy-in-box-TR,rv
18-cm-IN-s.mp4,A large object is pushed slowly across a surface.,push,coatrack-approach-IN,cm
2-rvn-IN-s.mp4,A flat sided object is pushed slowly to the left.,push,approach-coatrack-IN,rv
30-cs-TR-s.mp4,A medium-sized object is pushed swiftly to the right.,push,knock-over-tower-TR,cs
2-rvn-IN-s.mp4,An object is pushed across a surface,push,approach-coatrack-IN,rv
49-cm-TR-s.mp4,An object is pushed down to the ground,push,push-toy-in-box-TR,cm
55-cm-TR-s.mp4,A person was pushing another person on a swing.,push,roll-out-TR,cm
2-cm-IN-s.mp4,A person pushing something shut,push,approach-coatrack-IN,cm
49-ip-TR-s.mp4,An object pushed down another object.,push,push-toy-in-box-TR,ip
49-rvn-TR-s.mp4,A person push down an object,push,push-toy-in-box-TR,rv
37-np-TR-s.mp4,An object is being pushed around.,push,move-box-TR,np
28-ho-TR-s.mp4,A round ball is pushed away.,push,hit-balloon-TR,ho
57-cm-IN-s.mp4,The slime is pushed off a jar.,push,shaving-cream-spray-IN,cm
49-ip-TR-s.mp4,A sign is pushed away.,push,push-toy-in-box-TR,ip
49-rvn-TR-s.mp4,A hydraulic press pushed down.,push,push-toy-in-box-TR,rv
17-rvn-TR-s.mp4,A man pushes a door shut.,push,close-microwave-door-TR,rv
15-rvn-IN-s.mp4,A man pushes something off the table.,push,car-pass-tower-IN,rv
2-rvn-IN-s.mp4,A man pushes something away.,push,approach-coatrack-IN,rv
17-rvn-TR-s.mp4,A person is pushing something.,push,close-microwave-door-TR,rv
18-rvn-IN-s.mp4,Pushing hung clothes in a closet.,push,coatrack-approach-IN,rv
57-cm-IN-s.mp4,A person pushed another person out of the way.,push,shaving-cream-spray-IN,cm
55-cm-TR-s.mp4,A person was pushing someone on a swing.,push,roll-out-TR,cm
51-cs-TR-s.mp4,Person pushing a lever,push,put-cup-on-coaster-TR,cs
2-rvn-IN-s.mp4,A person pushing an object aside,push,approach-coatrack-IN,rv
2-cm-IN-s.mp4,A person pushed an object across a table.,push,approach-coatrack-IN,cm
50-rvn-TR-s.mp4,A person pushed another person down.,push,put-book-on-side-TR,rv
12-cm-IN-s.mp4,An object is being pushed forward.,push,box-move-IN,cm
11-ip-IN-s.mp4,A person is pushing someone.,push,bowl-break-IN,ip
42-ip-IN-s.mp4,She's is pushing a baby in one of those swinging cradle things.,push,picture-shift-IN,ip
31-ip-IN-s.mp4,pushing on something that blows an object over,"push,blow",lid-blow-off-IN,ip
30-ip-TR-s.mp4,A person pushed an item off a ledge so it broke.,"push,break",knock-over-tower-TR,ip
49-rvn-TR-s.mp4,A person pushed an object down to bury it.,"push,bury",push-toy-in-box-TR,rv
19-ho-TR-s.mp4,An object is pushed downward and clasped between two hands.,"push,clasp",crush-can-TR,ho
8-cs-IN-s.mp4,A woman pushes and closes a hinged lid.,"push,close",book-fall-over-IN,cs
19-np-TR-s.mp4,A small object is pushed down and compressed until flat.,"push,compress",crush-can-TR,np
7-cm-IN-s.mp4,A wide object is pushed from opposite sides and compressed into a small object.,"push,compress",balloon-deflate-IN,cm
33-cs-TR-s.mp4,A button is pushed on a small object and something emits from the top of it.,"push,emit",light-candle-TR,cs
33-cs-TR-s.mp4,pushing an object then it explodes,"push,explode",light-candle-TR,cs
33-ip-TR-s.mp4,"A person is pushing a button, then the object falls into its side.","push,fall",light-candle-TR,ip
8-ip-IN-s.mp4,An object is pushed from an upright position so that it falls over.,"push,fall",book-fall-over-IN,ip
49-cm-TR-s.mp4,A person pushes down a dog that's jumping up.,"push,jump",push-toy-in-box-TR,cm
33-np-TR-s.mp4,The person said to push a button to make the object flip over.,"push,make,flip",light-candle-TR,np
48-np-TR-s.mp4,The person said to push the button and make the object spin.,"push,make,spin",push-button-microwave-TR,np
33-cs-TR-s.mp4,The person says to push the button to make it work.,"push,make,work",light-candle-TR,cs
2-rvn-IN-s.mp4,A person is pushing someone to move forward.,"push,move",approach-coatrack-IN,rv
71-ho-IN-s.mp4,A person tries to push away another person who is moving towards them.,"push,move",walk-backwards-IN,ho
51-ip-TR-s.mp4,An object is pushed forward and then moved down at an angle.,"push,move",put-cup-on-coaster-TR,ip
50-cm-TR-s.mp4,A person is pushing something down that has popped up.,"push,pop",put-book-on-side-TR,cm
17-ip-TR-s.mp4,A woman pushes a button then pulls something to her lap.,"push,pull",close-microwave-door-TR,ip
6-np-IN-s.mp4,An object is pushed over and rolls across the surface,"push,roll",ball-roll-IN,np
6-np-IN-s.mp4,A person was pushed and then rolled down a hill.,"push,roll",ball-roll-IN,np
6-np-IN-s.mp4,A person was pushed and then rolled over the grass.,"push,roll",ball-roll-IN,np
30-rvn-TR-s.mp4,An object is pushed down as another object runs over it.,"push,run",knock-over-tower-TR,rv
67-cs-IN-s.mp4,"A small object is pushed upward and shaken back and forth in a ""waving"" motion.","push,shake",toy-appear-in-box-IN,cs
54-ip-TR-s.mp4,pushing down on an object then sliding another object down,"push,slide",reorient-pole-TR,ip
66-ip-IN-s.mp4,A small object is pushed in a left-hand direction and smashed flat.,"push,smash",tower-fall-IN,ip
49-ho-TR-s.mp4,A flat surface is pushed down and turned slightly as it's lowered onto another flat surface.,"push,turn,lower",push-toy-in-box-TR,ho
